,0
DLL4,1
DMBT1,1
DMD,1
DNAH1,1
DNAH12,1
DNAH17,1
DNAH2,1
DNAH3,1
DNAH8,1
DNASE2,1
DNER,1
DNMT1,1
DNMT3A,1
DOCK1,1
DOCK2,1
DOCK3,1
DOCK7,1
DOK2,1
DOPEY1,1
DOT1L,1
DPH2,1
DPP10,1
DPYD,1
DSCAM,1
DSCAML1,1
DSG2,1
DST,1
DTD2,1
DTNA,1
DYNC1I1,1
DYNC2H1,1
E2F4,1
E2F8,1
ECI2,1
ECT2L,1
EDAR,1
EDIL3,1
EDNRB,1
EEF1A1,1
EFCAB3,1
EFCAB6,1
EGFR,1
EID3,1
EIF1AX,1
EIF3A,1
ELF3,1
ELF4,1
ELL,1
ENO1,1
ENPP2,1
EOMES,1
EPAS1,1
EPB41L3,1
EPHA2,1
EPHA3,1
EPHA5,1
EPHA6,1
EPHA7,1
EPHB1,1
EPHX1,1
ERBB2,1
ERBB3,1
ERBB4,1
ERG,1
ESPN,1
ETV1,1
ETV3,1
ETV4,1
ETV5,1
EVC2,1
EVPL,1
EWSR1,1
EXPH5,1
EZH1,1
F13A1,1
F13B,1
F2,1
F5,1
FAAH2,1
FAM109A,1
FAM129B,1
FAM135B,1
FAM160B2,1
FAM162B,1
FAM171A1,1
FAM171B,1
FAM208A,1
FAM208B,1
FAM47A,1
FAM47B,1
FAM47C,1
FAM65A,1
FAM65B,1
FAM83B,1
FAM90A1,1
FANCM,1
FASN,1
FAT1,1
FAT2,1
FBLN1,1
FBN3,1
FCGBP,1
FCN1,1
FCRL4,1
FER1L6,1
FFAR2,1
FGB,1
FGFR2,1
FGFR3,1
FHOD3,1
FLG2,1
FLI1,1
FLNA,1
FLNC,1
FLT3,1
FMN2,1
FMO4,1
FMR1NB,1
FNDC1,1
FOXA1,1
FOXP1,1
FPGS,1
FRG1,1
FRYL,1
FSHR,1
FSTL5,1
FYCO1,1
FZD9,1
GABRA2,1
GABRA6,1
GAD1,1
GALNS,1
GALNT18,1
GARS,1
GAS6,1
GATA3,1
GBF1,1
GBP4,1
GDPD2,1
GIGYF2,1
GIMAP8,1
GLI2,1
GLI3,1
GLTSCR1L,1
GLUD2,1
GLYATL2,1
GNA11,1
GNAQ,1
GNAS,1
GOLGA6L2,1
GOLGB1,1
GPC5,1
GPR101,1
GPR158,1
GPR179,1
GPR37,1
GPR50,1
GPR87,1
GPRC6A,1
GPRIN1,1
GPRIN2,1
GRIA1,1
GRID1,1
GRID2,1
GRIN2A,1
GRM1,1
GRN,1
GTPBP4,1
GTSE1,1
HAS2,1
HCN1,1
HDAC9,1
HEATR1,1
HEATR5B,1
HECTD1,1
HECTD4,1
HECW1,1
HEPACAM2,1
HGF,1
HHAT,1
HHIPL1,1
HIVEP2,1
HMCN1,1
HNF1A,1
HNRNPA2B1,1
HNRNPK,1
HNRNPM,1
HRNR,1
HSD17B11,1
HSPA1L,1
HTT,1
HUWE1,1
HYDIN,1
IARS,1
IDH2,1
IDUA,1
IFI16,1
IFNW1,1
IGF1R,1
IGSF1,1
IGSF10,1
IGSF3,1
IKZF1,1
IL16,1
IL1R1,1
IL1RAPL1,1
IL1RAPL2,1
IL32,1
IMPG2,1
INHBA,1
INPP4B,1
IQGAP3,1
IRF2,1
IRF5,1
IRS4,1
ITGA5,1
ITGAD,1
ITGAE,1
ITGAL,1
ITGAX,1
ITGB4,1
ITPKB,1
ITPR2,1
JAK2,1
JMY,1
KANK3,1
KAT6B,1
KBTBD13,1
KCNA3,1
KCNA5,1
KCNB2,1
KCND2,1
KCNH1,1
KCNH5,1
KCNH8,1
KCNJ12,1
KCNJ3,1
KCNK5,1
KCNMA1,1
KCNT2,1
KCNU1,1
KCNV2,1
KDM5A,1
KEAP1,1
KHDRBS2,1
KIAA0319,1
KIAA0430,1
KIAA1109,1
KIAA1211,1
KIAA1549,1
KIF13B,1
KIF16B,1
KIF19,1
KIF26B,1
KIF3C,1
KIT,1
KLHL1,1
KLHL23,1
KLRK1,1
KMT2A,1
KMT2B,1
KMT2D,1
KMT2E,1
KRAS,1
KRT20,1
KRT38,1
KRTAP1.3,1
KRTAP1.5,1
KRTAP5.5,1
LACTB,1
LAMA1,1
LAMA2,1
LAMA5,1
LAMB1,1
LAMB2,1
LAMC3,1
LATS1,1
LCE2A,1
LCT,1
LGR5,1
LHCGR,1
LILRB1,1
LILRB2,1
LILRB5,1
LMTK2,1
LMTK3,1
LRIF1,1
LRIG1,1
LRIG3,1
LRP1,1
LRP4,1
LRP5,1
LRRC37A3,1
LRRC43,1
LRRC4B,1
LRRC66,1
LRRIQ1,1
LRRIQ3,1
LRRK2,1
LTBP1,1
LTBP2,1
LTBP3,1
LTBP4,1
LYST,1
LZTS1,1
MACF1,1
MAFA,1
MAGEB3,1
MAGEC1,1
MAGI3,1
MAMLD1,1
MAP1A,1
MAP1B,1
MAP2,1
MAP2K7,1
MAP3K1,1
MAP3K4,1
MAPK1,1
MAPK14,1
MAPK4,1
MARK4,1
MAST1,1
MBD6,1
MCF2,1
MDC1,1
MDN1,1
MECOM,1
MED1,1
MED23,1
MEFV,1
MEN1,1
MEPCE,1
MET,1
MGAM,1
MICAL1,1
MKI67,1
MKL1,1
MLLT10,1
MLLT3,1
MLLT4,1
MMP11,1
MMP2,1
MMP3,1
MMRN1,1
MORC4,1
MPDZ,1
MPP2,1
MROH8,1
MSH3,1
MSH4,1
MSR1,1
MSS51,1
MTA2,1
MTMR14,1
MTMR8,1
MTOR,1
MTUS2,1
MUC12,1
MUC17,1
MUC2,1
MUC5B,1
MUC6,1
MXRA5,1
MYB,1
MYBBP1A,1
MYC,1
MYH11,1
MYH13,1
MYH15,1
MYH2,1
MYH4,1
MYH6,1
MYH7,1
MYH8,1
MYLK,1
MYO15A,1
MYO18B,1
MYO3A,1
MYO5A,1
MYO9B,1
MYOM3,1
MYT1L,1
N4BP2,1
NAA25,1
NAALAD2,1
NALCN,1
NARS2,1
NAV2,1
NAV3,1
NBAS,1
NBEA,1
NBN,1
NBPF1,1
NBPF10,1
NBPF15,1
NBPF9,1
NCKAP5,1
NCOA2,1
NCOA3,1
NCOR1,1
NCOR2,1
NCR1,1
NDST4,1
NEFH,1
NEGR1,1
NEURL4,1
NF1,1
NF2,1
NFE2L2,1
NFE2L3,1
NID1,1
NID2,1
NIN,1
NIPBL,1
NKD1,1
NKX2.2,1
NLGN4X,1
NLRP1,1
NLRP3,1
NLRP4,1
NLRP6,1
NLRP9,1
NME8,1
NMUR2,1
NOD1,1
NOL9,1
NOS1,1
NOTCH2,1
NOTCH3,1
NOTCH4,1
NOX5,1
NPAP1,1
NPIPA5,1
NPIPB15,1
NPIPB5,1
NPIPB6,1
NPM1,1
NPSR1,1
NRAP,1
NRAS,1
NRK,1
NRXN1,1
NTRK1,1
NTRK3,1
NUCB1,1
NUDT11,1
NUP188,1
NUP205,1
NUP210L,1
NUP214,1
NWD1,1
OBP2B,1
OCA2,1
OCRL,1
OGDHL,1
OPRD1,1
OR11H12,1
OR2J2,1
OR2M3,1
OR2M7,1
OR2T2,1
OR2T4,1
OR2T8,1
OR4A16,1
OR4C16,1
OR4C5,1
OR4C6,1
OR4D2,1
OR4D5,1
OR4K13,1
OR4M1,1
OR4Q3,1
OR5M11,1
OR5T1,1
OR5T2,1
OR5T3,1
OR6C76,1
OR7G2,1
OR8D1,1
OR8J3,1
OR8K3,1
OTOF,1
OTOGL,1
OTOL1,1
OTOP1,1
OTUD4,1
OXCT1,1
PABPC1,1
PAK3,1
PAMR1,1
PAPPA,1
PARD6B,1
PARK2,1
PASD1,1
PASK,1
PAX5,1
PBRM1,1
PCDH10,1
PCDH11X,1
PCDH9,1
PCDHA1,1
PCDHA11,1
PCDHA3,1
PCDHA4,1
PCDHA6,1
PCDHA8,1
PCDHB1,1
PCDHB13,1
PCDHB16,1
PCDHB2,1
PCDHB3,1
PCDHB7,1
PCDHGA3,1
PCDHGB3,1
PCED1A,1
PCLO,1
PCM1,1
PCNT,1
PCSK7,1
PDCD11,1
PDE4C,1
PDE4DIP,1
PDGFRB,1
PDK3,1
PDS5A,1
PEG3,1
PER3,1
PGM2,1
PGM5,1
PHF24,1
PHF6,1
PIK3C3,1
PIK3R1,1
PIK3R3,1
PIM1,1
PKDREJ,1
PKHD1L1,1
PLA2G2E,1
PLA2G4A,1
PLCB1,1
PLCB4,1
PLCE1,1
PLEC,1
PLEKHA7,1
PLEKHG1,1
PLEKHH1,1
PLXNB3,1
PML,1
PMS1,1
PODXL,1
POLE2,1
POLR3C,1
POM121,1
POSTN,1
POTEC,1
POTEE,1
POTEF,1
POTEH,1
PPARG,1
PPM1D,1
PPP1R26,1
PPP1R3A,1
PPP2R1A,1
PPP2R1B,1
PPP4C,1
PRAMEF11,1
PRB4,1
PRC1,1
PRDM2,1
PRDM9,1
PREX2,1
PRG4,1
PRICKLE2,1
PRKDC,1
PRODH2,1
PROS1,1
PROSER1,1
PRPF8,1
PRPS1L1,1
PRSS1,1
PRUNE2,1
PRX,1
PSG1,1
PSG11,1
PSG6,1
PTCHD4,1
PTK2B,1
PTPN11,1
PTPN14,1
PTPRB,1
PTPRC,1
PTPRD,1
PTPRN2,1
PTPRS,1
PTPRZ1,1
PXDNL,1
QRICH2,1
R3HCC1L,1
R3HDML,1
RAD54L2,1
RALGAPA1,1
RANBP2,1
RAPGEF2,1
RARA,1
RARG,1
RASA1,1
RASAL1,1
RBM15,1
RBM28,1
RBM4,1
RBM47,1
RBM6,1
RBP3,1
RELN,1
REPIN1,1
RET,1
RFX1,1
RGAG1,1
RGPD3,1
RGPD4,1
RGPD8,1
RHBDF1,1
RHOA,1
RICTOR,1
RIMS2,1
RINL,1
RIOK1,1
RNF128,1
RNF149,1
RNF20,1
RNF213,1
RNF31,1
RNF43,1
ROBO1,1
ROBO3,1
RP1,1
RPL14,1
RPL22,1
RPUSD1,1
RRP36,1
RSRC2,1
RTL1,1
RTN4RL2,1
RUNX1T1,1
RUNX2,1
RUSC2,1
RXFP3,1
RYBP,1
RYR1,1
RYR2,1
SACS,1
SAGE1,1
SALL1,1
SALL3,1
SAMD11,1
SAMD9,1
SCAF1,1
SCAF8,1
SCN10A,1
SCN11A,1
SCN1A,1
SCN2A,1
SCN4A,1
SCN5A,1
SCN7A,1
SCN8A,1
SCN9A,1
SCRIB,1
SDCBP,1
SEL1L3,1
SELPLG,1
SEMA4F,1
SEMA5B,1
SETD1A,1
SEZ6L2,1
SGK223,1
SGSM3,1
SHROOM3,1
SHROOM4,1
SI,1
SIGLEC12,1
SIK2,1
SIK3,1
SIPA1L1,1
SKI,1
SLC13A2,1
SLC17A6,1
SLC17A8,1
SLC1A6,1
SLC27A2,1
SLC28A2,1
SLC39A12,1
SLC40A1,1
SLC4A2,1
SLC7A13,1
SLC9A5,1
SLCO5A1,1
SLIT2,1
SLITRK4,1
SLITRK5,1
SMAD2,1
SMAD4,1
SMARCA4,1
SMCR8,1
SMG1,1
SMG7,1
SNAPC4,1
SNCAIP,1
SNRNP200,1
SNTG1,1
SORBS2,1
SORCS3,1
SOWAHA,1
SOX2,1
SOX4,1
SOX9,1
SP8,1
SPAG16,1
SPATA31D1,1
SPEN,1
SPESP1,1
SPG11,1
SPHKAP,1
SPON2,1
SPOP,1
SPTA1,1
SPTAN1,1
SRC,1
SREBF1,1
SRGAP1,1
SRGAP3,1
SRPX,1
SRRT,1
SSTR4,1
STAB2,1
STAG2,1
STIL,1
STK11,1
STOX1,1
SUFU,1
SUZ12,1
SVEP1,1
SYCP2,1
SYK,1
SYT3,1
SYT8,1
TAB3,1
TAF1,1
TAF1L,1
TAF5,1
TAS2R16,1
TBC1D25,1
TBCCD1,1
TBX3,1
TBX4,1
TCEB3C,1
TCF12,1
TCHH,1
TDRD1,1
TDRD5,1
TECTA,1
TENM1,1
TESK1,1
TET1,1
TET2,1
TET3,1
TG,1
TGFBR2,1
TGM1,1
THSD7B,1
TIAM1,1
TIAM2,1
TIGD4,1
TKTL2,1
TLE6,1
TLL1,1
TLR4,1
TMCC1,1
TMEM132D,1
TMEM184A,1
TMEM189,1
TMEM247,1
TMPRSS15,1
TMPRSS2,1
TMTC1,1
TNC,1
TNN,1
TNR,1
TNXB,1
TOP2A,1
TOP3B,1
TOR3A,1
TP53BP1,1
TP63,1
TPO,1
TPR,1
TPTE2,1
TRAF7,1
TRERF1,1
TRIM15,1
TRIM46,1
TRIM51,1
TRIML2,1
TRIOBP,1
TRIP12,1
TRO,1
TRPM1,1
TRPM4,1
TRPM6,1
TRPV2,1
TSC2,1
TSKS,1
TTC14,1
TTC31,1
TUBA3C,1
TULP2,1
TYRO3,1
U2AF1,1
UBASH3A,1
UBR4,1
UBR5,1
UGT2B10,1
UGT2B7,1
UHRF1BP1L,1
UMODL1,1
UNC13C,1
UNC50,1
UNC5B,1
USH2A,1
USP11,1
USP32,1
USP34,1
USP42,1
USP8,1
VCAM1,1
VCAN,1
VCP,1
VCX3B,1
VEGFC,1
VHL,1
VIT,1
VN1R2,1
VPS13D,1
VPS52,1
VWA3B,1
VWF,1
WBSCR17,1
WDR60,1
WDR72,1
WDR81,1
WNK1,1
WNK3,1
WNK4,1
WRN,1
WSCD2,1
WT1,1
XIRP2,1
XPOT,1
YLPM1,1
ZAN,1
ZBBX,1
ZBTB18,1
ZBTB20,1
ZBTB22,1
ZBTB7B,1
ZC3H18,1
ZDBF2,1
ZDHHC11,1
ZEB2,1
ZFHX4,1
ZFP57,1
ZFPM1,1
ZIC4,1
ZMYM1,1
ZMYM3,1
ZNF114,1
ZNF14,1
ZNF208,1
ZNF211,1
ZNF215,1
ZNF236,1
ZNF24,1
ZNF28,1
ZNF281,1
ZNF292,1
ZNF318,1
ZNF331,1
ZNF335,1
ZNF337,1
ZNF347,1
ZNF384,1
ZNF43,1
ZNF486,1
ZNF492,1
ZNF502,1
ZNF517,1
ZNF521,1
ZNF536,1
ZNF592,1
ZNF598,1
ZNF610,1
ZNF628,1
ZNF676,1
ZNF687,1
ZNF700,1
ZNF770,1
ZNF777,1
ZNF780A,1
ZNF787,1
ZNF804B,1
ZNF814,1
ZNF845,1
ZSCAN1,1
ZSCAN5B,1
ZSWIM8,1
ZXDB,1
ACR.n-ADM2.n-ALG12.n-ARSA.n-BRD1.n-C22ORF34.n-CHKB.n-CPT1B.n-CRELD2.n-DENND6B.n-HDAC10.n-IL17REL.n-KLHDC7B.n-LMF2.n-MAPK11.n-MAPK12.n-MAPK8IP2.n-MIOX.n-MLC1.n-MOV10L1.n-NCAPH2.n-ODF3B.n-PANX2.n-PIM3.n-PLXNB2.n-RABL2B.n-SBF1.n-SCO2.n-SHANK3.n-SYCE3.n-TRABD.n-TUBGCP6.n-TYMP.n-ZBED4.n,1
ACTN2.n,1
ADGRB3.n,1
AGBL4.n,1
ANHX.p-LRCOL1.p,1
ANHX.n-LRCOL1.n,1
AP5B1.p,1
AP5S1.n,1
ARHGEF40.n,1
ATXN10.n,1
AUTS2.p,1
BAGE.n,1
BAGE3.n-BAGE4.n-BAGE5.n,1
BCL11A.p,1
BDH1.p,1
C11ORF44.n,1
C11ORF58.n,1
C14ORF144.n,1
C16ORF47.p,1
C16ORF47.n,1
C18ORF63.n,1
C20ORF187.p,1
C3ORF84.n,1
C4ORF50.n,1
C6ORF223.p,1
C8ORF49.p,1
C8ORF49.n,1
C8ORF82.p,1
C9ORF147.p,1
C9ORF147.n,1
CCDC168.p,1
CCNE1.n,1
CCSER1.n,1
CDC25B.n,1
CDK6.n,1
CDKN1B.n,1
CECR2.p,1
CECR2.n,1
CHD1.p,1
CHMP2B.p,1
CHODL.n,1
CTF1.n,1
CYSLTR2.p,1
DEFB113.n-DEFB114.n,1
DKFZP434A062.n,1
DKFZP434E1119.p,1
DMD.p,1
DMD.n,1
EGFR.p,1
ERBB4.n,1
ERG.p,1
ERG.n,1
EYS.n,1
FABP3.n,1
FAM157A.p,1
FAM19A5.n,1
FAM20C.p-PDGFA.p,1
FAM215B.n,1
FAM60A.n,1
FAM72C.p,1
FAM90A26.n-USP17L15.n-USP17L23.n,1
FBXL19.n,1
FGF19.n,1
FKBP1C.n,1
FKSG49.p,1
FKSG49.n,1
FLRT3.n,1
FYTTD1.p,1
G6PD.p,1
G6PD.n,1
GJE1.n,1
GLRA1.p,1
GTSCR1.n,1
HRH2.n,1
HS3ST4.n,1
IFNL4.p,1
IGHA1.n-IGHA2.n-IGHD.n-IGHE.n-IGHG1.n-IGHG2.n-IGHG3.n-IGHG4.n-IGHJ1.n-IGHJ2.n-IGHJ3.n-IGHJ4.n-IGHJ5.n-IGHJ6.n-IGHM.n,1
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1
IKZF2.n,1
IL7R.n,1
IMMP2L.n,1
INAFM2.n,1
ITGAV.n,1
KATNAL1.p,1
KCNIP1.p,1
KCNMB1.p,1
KCNMB2.n,1
KCTD1.n,1
KIAA0825.p,1
KIF26B.n,1
KIRREL3.p,1
KLK13.n,1
KMT2A.p,1
KMT2B.p,1
KMT2B.n,1
KPNB1.n,1
LANCL2.p,1
LDLRAD3.n,1
LMO7DN.p,1
LMO7DN.n,1
LNX2.p,1
LRP1B.n,1
LRRC53.n,1
LRRD1.p,1
LRRN3.n,1
LRRTM4.n,1
LSAMP.p,1
LUC7L.n,1
LYPD8.p,1
MACROD2.n,1
MAN1A2.p,1
MANSC4.p,1
MAP3K1.p,1
MAP3K4.p,1
MARCH1.p,1
MITF.n,1
MLIP.n,1
MRLN.p,1
MRLN.n,1
MUC5AC.n,1
MUC8.p,1
MUC8.n,1
MXRA5.p,1
MXRA5.n,1
MYO18B.n,1
MYRFL.p,1
MYZAP.n,1
NAMPTP1.p,1
NAMPTP1.n,1
NCKAP5.n,1
NEDD9.n,1
NELL1.n,1
NOTCH2.p,1
NPIPB15.p,1
NPIPB15.n,1
NPM1.p,1
NSD1.n,1
NSUN3.p,1
NUTM2B.n-NUTM2E.n,1
OR51B5.n,1
OR51H1.n,1
OR51J1.n,1
ORAOV1.n,1
P3H2.p,1
P3H2.n,1
PAPOLG.p,1
PARD3B.p,1
PCAT2.p,1
PGPEP1L.n,1
POLR1D.p,1
POU1F1.p,1
PPP6R2.n,1
PRKCB.n,1
PRR31.p,1
PRR31.n,1
PSMB1.p,1
PTPRT.n,1
RBFADN.n,1
RBFOX1.n,1
RNF212B.n,1
RNF224.p,1
RNF224.n,1
RNU105B.p,1
RNU86.n,1
RPN1.p,1
RRP7A.p-RRP7BP.p,1
RSPH9.p,1
SAMSN1.p,1
SCARB1.p,1
SEC14L6.n,1
SEC61G.p,1
SELO.n,1
SEZ6L.n,1
SHOX2.p,1
SLC22A31.p,1
SLC22A31.n,1
SLC9A9.p,1
SLF1.p,1
SMAD4.n,1
SMIM1.n,1
SMIM5.p-SMIM6.p,1
STMND1.p,1
STMND1.n,1
STPG2.n,1
SUGT1.p,1
TAF4B.n,1
TCEANC2.p,1
TDRD15.p,1
THEGL.n,1
TMEM151B.p,1
TMEM210.p,1
TMEM78.p,1
TNIK.n,1
TRABD2B.p,1
TRABD2B.n,1
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1
TRIM49B.p,1
TRIM49B.n,1
TRMU.n,1
TTC34.n,1
TTLL8.p,1
TTLL8.n,1
TUSC7.p,1
TUSC7.n,1
TWIST2.p,1
VOPP1.p,1
WDR60.p,1
XPO4.p,1
ZDHHC11B.p,1
ZNF587B.p,1
ZNF726.n,1
ZNF736.p,1
ZNF750.n,1
ZNF891.p,1
ZNF891.n,1
ZNRF3.n,1
ZRSR1.p,1
ZRSR1.n,1
